"File","Family","Format","BookFormat","PaperType","PhotoId","HeroType","HasGallery","GalleryCount","GalleryUrls"
"book-atmospheric-hardcover-83sq.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-atmospheric-hardcover-a4l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-atmospheric-hardcover-a4p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-atmospheric-hardcover-a5l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-atmospheric-hardcover-a5p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-atmospheric-softcover-a4p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-atmospheric-softcover-a5p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-halcyon-hardcover-83sq.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-halcyon-hardcover-a4l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-halcyon-hardcover-a4p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-halcyon-hardcover-a5l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-halcyon-hardcover-a5p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-halcyon-softcover-a4p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-halcyon-softcover-a5p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-mono-hardcover-83sq.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-mono-hardcover-a4l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-mono-hardcover-a4p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-mono-hardcover-a5l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-mono-hardcover-a5p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-mono-softcover-a4p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-mono-softcover-a5p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-signature-hardcover-83sq.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-signature-hardcover-a4l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-signature-hardcover-a4p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-signature-hardcover-a5l.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-signature-hardcover-a5p.mdx","hpb","book","hardcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/hardcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/hardcoverBooksMohawk/prodigi-hardcover-photo-book-hero.webp"
"book-signature-softcover-a4p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"book-signature-softcover-a5p.mdx","spb","book","softcover","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/softcoverBooksMohawk/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/softcoverBooksMohawk/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/softcoverBooksMohawk/mock2.jpg|https://photos.studiotj.com/shop/details/softcoverBooksMohawk/softcover-photo-book.webp"
"cal-atmospheric-a4l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-atmospheric-a5l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-atmospheric-collection/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-halcyon-a4l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-halcyon-a5l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-halcyon-collection/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-mono-a4l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-mono-a5l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/monochrome-moods/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-signature-a4l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"cal-signature-a5l.mdx","cal","calendar","","","null","r2_url","True","4","https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/wallCalendars/hero.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/wallCalendars/mock1.jpg|https://photos.studiotj.com/shop/mockups/_collection/the-signature-collection/wallCalendars/mock2.jpg|https://photos.studiotj.com/shop/details/wallCalendars/calendars.webp"
"photo-atmospheric-leiden-017-can-16x12.mdx","can","canvas","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/mock1-16x12-landscape.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/mock2-16x12-landscape.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/hero-16x12-landscape.jpg|https://photos.studiotj.com/shop/details/can/stretched-canvas.webp"
"photo-atmospheric-leiden-017-can-20x16.mdx","can","canvas","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/mock1-20x16-landscape.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/mock2-20x16-landscape.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/hero-20x16-landscape.jpg|https://photos.studiotj.com/shop/details/can/stretched-canvas.webp"
"photo-atmospheric-leiden-017-can-30x20.mdx","can","canvas","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-can-36x24.mdx","can","canvas","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-can-40x30.mdx","can","canvas","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/mock1-40x30-landscape.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/mock2-40x30-landscape.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/can/hero-40x30-landscape.jpg|https://photos.studiotj.com/shop/details/can/stretched-canvas.webp"
"photo-atmospheric-leiden-017-clp-12x16.mdx","clp","paper","","CLP","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-clp-16x20.mdx","clp","paper","","CLP","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-clp-20x30.mdx","clp","paper","","CLP","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-clp-24x36.mdx","clp","paper","","CLP","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-clp-8x10.mdx","clp","paper","","CLP","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-ema-16x20.mdx","ema","paper","","EMA","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-ema-24x36.mdx","ema","paper","","EMA","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","placeholder","False","0",""
"photo-atmospheric-leiden-017-ema-a3.mdx","ema","paper","","EMA","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/mock1-a3-landscape.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/mock2-a3-landscape.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/hero-a3-landscape.jpg|https://photos.studiotj.com/shop/details/papers/enhanced-matte-art.jpg"
"photo-atmospheric-leiden-017-ema-a4.mdx","ema","paper","","EMA","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/mock1-a4-landscape.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/mock2-a4-landscape.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/hero-a4-landscape.jpg|https://photos.studiotj.com/shop/details/papers/enhanced-matte-art.jpg"
"photo-atmospheric-leiden-017-ema-a5.mdx","ema","paper","","EMA","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/mock1-a5-landscape.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/mock2-a5-landscape.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/papers/hero-a5-landscape.jpg|https://photos.studiotj.com/shop/details/papers/enhanced-matte-art.jpg"
"photo-atmospheric-leiden-017-fap-a3-black.mdx","fap","framed","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock1-a3-landscape-black.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock2-a3-landscape-black.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/hero-a3-landscape-black.jpg|https://photos.studiotj.com/shop/details/fap/classic-frames-hero_new.webp"
"photo-atmospheric-leiden-017-fap-a3-natural-oak.mdx","fap","framed","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock1-a3-landscape-natural.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock2-a3-landscape-natural.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/hero-a3-landscape-natural.jpg|https://photos.studiotj.com/shop/details/fap/classic-frames-hero_new.webp"
"photo-atmospheric-leiden-017-fap-a3-white.mdx","fap","framed","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock1-a3-landscape-white.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock2-a3-landscape-white.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/hero-a3-landscape-white.jpg|https://photos.studiotj.com/shop/details/fap/classic-frames-hero_new.webp"
"photo-atmospheric-leiden-017-fap-a4-black.mdx","fap","framed","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock1-a4-landscape-black.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock2-a4-landscape-black.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/hero-a4-landscape-black.jpg|https://photos.studiotj.com/shop/details/fap/classic-frames-hero_new.webp"
"photo-atmospheric-leiden-017-fap-a4-natural-oak.mdx","fap","framed","","","2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17","r2_url","True","5","https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock1-a4-landscape-natural.jpg|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/mock2-a4-landscape-natural.jpg|https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (17)-hero.webp|https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-17/fap/hero-a4-landscape-natural.jpg|https://photos.studiotj.com/shop/details/fap/classic-frames-hero_new.webp"
