"Url","Status","ContentType","ContentLength","Error"
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock2-24x36.jpg","200","image/jpeg","386247",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/hero-24x36.jpg","200","image/jpeg","231940",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock1-a3-portrait.jpg","200","image/jpeg","455517",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock2-a3-portrait.jpg","200","image/jpeg","324951",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/hero-a3-portrait.jpg","200","image/jpeg","238916",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock1-a4-portrait.jpg","200","image/jpeg","438010",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock2-a4-portrait.jpg","200","image/jpeg","274103",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/hero-a4-portrait.jpg","200","image/jpeg","241856",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock1-a5-portrait.jpg","200","image/jpeg","427584",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/mock2-a5-portrait.jpg","200","image/jpeg","242487",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/papers/hero-a5-portrait.jpg","200","image/jpeg","239210",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock1-a3-portrait-black.jpg","200","image/jpeg","343096",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock2-a3-portrait-black.jpg","200","image/jpeg","457875",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/hero-a3-portrait-black.jpg","200","image/jpeg","256799",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock1-a3-portrait-natural.jpg","200","image/jpeg","351946",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock2-a3-portrait-natural.jpg","200","image/jpeg","468593",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/hero-a3-portrait-natural.jpg","200","image/jpeg","344838",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock1-a3-portrait-white.jpg","200","image/jpeg","345207",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock2-a3-portrait-white.jpg","200","image/jpeg","459713",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/hero-a3-portrait-white.jpg","200","image/jpeg","265025",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock1-a4-portrait-black.jpg","200","image/jpeg","329403",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock2-a4-portrait-black.jpg","200","image/jpeg","439498",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/hero-a4-portrait-black.jpg","200","image/jpeg","265060",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock1-a4-portrait-natural.jpg","200","image/jpeg","335916",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock2-a4-portrait-natural.jpg","200","image/jpeg","447286",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/hero-a4-portrait-natural.jpg","200","image/jpeg","400903",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock1-a4-portrait-white.jpg","200","image/jpeg","330606",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/mock2-a4-portrait-white.jpg","200","image/jpeg","441166",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/fap/hero-a4-portrait-white.jpg","200","image/jpeg","276900",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/gre/hero.jpg","200","image/jpeg","601228",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/pos/hero.jpg","200","image/jpeg","226465",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/pos/mock1.jpg","200","image/jpeg","220168",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68/pos/mock2.jpg","200","image/jpeg","150676",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock1-16x20.jpg","200","image/jpeg","505174",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock2-16x20.jpg","200","image/jpeg","502757",""
"https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (74)-hero.webp","200","image/webp","152118",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/hero-16x20.jpg","200","image/jpeg","403595",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock1-24x36.jpg","200","image/jpeg","612215",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock2-24x36.jpg","200","image/jpeg","454975",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/hero-24x36.jpg","200","image/jpeg","358903",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock1-a3-portrait.jpg","200","image/jpeg","475128",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock2-a3-portrait.jpg","200","image/jpeg","415256",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/hero-a3-portrait.jpg","200","image/jpeg","372055",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock1-a4-portrait.jpg","200","image/jpeg","446408",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock2-a4-portrait.jpg","200","image/jpeg","323307",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/hero-a4-portrait.jpg","200","image/jpeg","374495",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock1-a5-portrait.jpg","200","image/jpeg","431432",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/mock2-a5-portrait.jpg","200","image/jpeg","266494",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/papers/hero-a5-portrait.jpg","200","image/jpeg","372821",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock1-a3-portrait-black.jpg","200","image/jpeg","359149",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock2-a3-portrait-black.jpg","200","image/jpeg","477046",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/hero-a3-portrait-black.jpg","200","image/jpeg","392060",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock1-a3-portrait-natural.jpg","200","image/jpeg","367910",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock2-a3-portrait-natural.jpg","200","image/jpeg","487838",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/hero-a3-portrait-natural.jpg","200","image/jpeg","477868",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock1-a3-portrait-white.jpg","200","image/jpeg","361086",""
