mdx_path,photo_id,family,size,sku,variant_id,mdx_price_cents,expected_price_cents,price_ok,prodigi_status,photo_url,photo_dimensions,dpi_at_size,status,notes
content/products/photo-atmospheric-leiden-068-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,fap,a4,FRA-CLA-HPR-NM-GLA-A4,photo-atmospheric-leiden-068-fap-a4-white,5600,5600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-068-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,fap,a3,FRA-CLA-HPR-NM-GLA-A3,photo-atmospheric-leiden-068-fap-a3-black,8000,8000,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-068-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,fap,a3,FRA-CLA-HPR-NM-GLA-A3,photo-atmospheric-leiden-068-fap-a3-natural-oak,8000,8000,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-068-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,fap,a3,FRA-CLA-HPR-NM-GLA-A3,photo-atmospheric-leiden-068-fap-a3-white,8000,8000,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,6x4,GLOBAL-GRE-MOH-6X4-BLA-10,photo-atmospheric-leiden-068-gre-6x4-pack10,2800,2800,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,1000,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,6x4,GLOBAL-GRE-MOH-6X4-BLA-20,photo-atmospheric-leiden-068-gre-6x4-pack20,5250,5250,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,1000,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,6x4,GLOBAL-GRE-MOH-6X4-BLA-50,photo-atmospheric-leiden-068-gre-6x4-pack50,12600,12600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,1000,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,6x4,GLOBAL-GRE-MOH-6X4-BLA-100,photo-atmospheric-leiden-068-gre-6x4-pack100,23100,23100,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,1000,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,7x5,GLOBAL-GRE-MOH-7X5-BLA-10,photo-atmospheric-leiden-068-gre-7x5-pack10,2800,2800,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,800,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,7x5,GLOBAL-GRE-MOH-7X5-BLA-20,photo-atmospheric-leiden-068-gre-7x5-pack20,5250,5250,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,800,OK,
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,7x5,GLOBAL-GRE-MOH-7X5-BLA-50,photo-atmospheric-leiden-068-gre-7x5-pack50,12600,12600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,800,OK,
