product_id,family,collection,variant_size,margin_pct,price_cents,base_eu_eur,base_us_usd,revenue_usd_at_fx,us_cost_usd,gross_margin_usd,status
photo-halcyon-katwijk-405-gre-7x5-pack20,gre,the-halcyon-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-katwijk-405-gre-7x5-pack50,gre,the-halcyon-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-katwijk-405-gre-7x5-pack100,gre,the-halcyon-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-katwijk-405-hge-16x20,hge,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-katwijk-405-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-405-hge-24x36,hge,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-katwijk-405-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-405-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-405-hpr-16x20,hpr,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-katwijk-405-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-405-hpr-24x36,hpr,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-katwijk-405-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-405-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-444-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-444-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-444-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-444-clp-16x20,clp,the-halcyon-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-halcyon-katwijk-444-clp-24x36,clp,the-halcyon-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-halcyon-katwijk-444-ema-16x20,ema,the-halcyon-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-halcyon-katwijk-444-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-444-ema-24x36,ema,the-halcyon-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-halcyon-katwijk-444-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-444-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-444-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-444-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-444-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-444-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-444-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-444-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-444-gre-6x4-pack10,gre,the-halcyon-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-katwijk-444-gre-6x4-pack20,gre,the-halcyon-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-katwijk-444-gre-6x4-pack50,gre,the-halcyon-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-katwijk-444-gre-6x4-pack100,gre,the-halcyon-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-katwijk-444-gre-7x5-pack10,gre,the-halcyon-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-katwijk-444-gre-7x5-pack20,gre,the-halcyon-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-katwijk-444-gre-7x5-pack50,gre,the-halcyon-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-katwijk-444-gre-7x5-pack100,gre,the-halcyon-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-katwijk-444-hge-16x20,hge,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-katwijk-444-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-444-hge-24x36,hge,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-katwijk-444-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-444-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-444-hpr-16x20,hpr,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-katwijk-444-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-444-hpr-24x36,hpr,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-katwijk-444-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-444-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-roelof-068-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-roelof-068-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-roelof-068-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-roelof-068-clp-16x20,clp,the-halcyon-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-halcyon-roelof-068-clp-24x36,clp,the-halcyon-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-halcyon-roelof-068-ema-16x20,ema,the-halcyon-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-halcyon-roelof-068-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-roelof-068-ema-24x36,ema,the-halcyon-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-halcyon-roelof-068-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-roelof-068-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-roelof-068-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-068-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-068-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-068-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-068-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-068-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-068-gre-6x4-pack10,gre,the-halcyon-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-roelof-068-gre-6x4-pack20,gre,the-halcyon-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-roelof-068-gre-6x4-pack50,gre,the-halcyon-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-roelof-068-gre-6x4-pack100,gre,the-halcyon-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-roelof-068-gre-7x5-pack10,gre,the-halcyon-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-roelof-068-gre-7x5-pack20,gre,the-halcyon-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-roelof-068-gre-7x5-pack50,gre,the-halcyon-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-roelof-068-gre-7x5-pack100,gre,the-halcyon-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-roelof-068-hge-16x20,hge,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-roelof-068-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-roelof-068-hge-24x36,hge,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-roelof-068-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-roelof-068-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-roelof-068-hpr-16x20,hpr,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-roelof-068-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-roelof-068-hpr-24x36,hpr,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-roelof-068-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-roelof-068-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-roelof-159-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-roelof-159-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-roelof-159-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-roelof-159-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-roelof-159-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-roelof-159-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-roelof-159-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-159-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-159-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-159-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-159-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-159-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-159-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-roelof-159-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-roelof-159-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-roelof-159-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-roelof-159-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-roelof-159-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-roelof-159-pos-6x4-pack10,pos,the-halcyon-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-halcyon-roelof-159-pos-6x4-pack20,pos,the-halcyon-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-halcyon-roelof-159-pos-6x4-pack50,pos,the-halcyon-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-halcyon-roelof-159-pos-6x4-pack100,pos,the-halcyon-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-halcyon-roelof-159-pos-7x5-pack10,pos,the-halcyon-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-halcyon-roelof-159-pos-7x5-pack20,pos,the-halcyon-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-halcyon-roelof-159-pos-7x5-pack50,pos,the-halcyon-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-halcyon-roelof-159-pos-7x5-pack100,pos,the-halcyon-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-roelof-182-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-roelof-182-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-roelof-182-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-roelof-182-clp-16x20,clp,the-halcyon-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-halcyon-roelof-182-clp-24x36,clp,the-halcyon-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-halcyon-roelof-182-ema-16x20,ema,the-halcyon-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-halcyon-roelof-182-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-roelof-182-ema-24x36,ema,the-halcyon-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-halcyon-roelof-182-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-roelof-182-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-roelof-182-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-182-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-182-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-roelof-182-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-182-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-182-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-roelof-182-gre-6x4-pack10,gre,the-halcyon-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-roelof-182-gre-6x4-pack20,gre,the-halcyon-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-roelof-182-gre-6x4-pack50,gre,the-halcyon-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-roelof-182-gre-6x4-pack100,gre,the-halcyon-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-roelof-182-gre-7x5-pack10,gre,the-halcyon-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-roelof-182-gre-7x5-pack20,gre,the-halcyon-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-roelof-182-gre-7x5-pack50,gre,the-halcyon-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-roelof-182-gre-7x5-pack100,gre,the-halcyon-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-roelof-182-hge-16x20,hge,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-roelof-182-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-roelof-182-hge-24x36,hge,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-roelof-182-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-roelof-182-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-roelof-182-hpr-16x20,hpr,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-roelof-182-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-roelof-182-hpr-24x36,hpr,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-roelof-182-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-roelof-182-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-mono-asp-240-can-16x12,can,monochrome-moods,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-mono-asp-240-can-20x16,can,monochrome-moods,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-mono-asp-240-can-40x30,can,monochrome-moods,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-mono-asp-240-ema-a5,ema,monochrome-moods,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-mono-asp-240-ema-a4,ema,monochrome-moods,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-mono-asp-240-ema-a3,ema,monochrome-moods,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-mono-asp-240-fap-a4-black,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-240-fap-a4-natural-oak,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-240-fap-a4-white,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-240-fap-a3-black,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-240-fap-a3-natural-oak,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-240-fap-a3-white,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-240-hge-a5,hge,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-240-hge-a4,hge,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-240-hge-a3,hge,monochrome-moods,a3,50,1800,12,16,21.087,16,5.087,OK
photo-mono-asp-240-hpr-a5,hpr,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-240-hpr-a4,hpr,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-240-hpr-a3,hpr,monochrome-moods,a3,50,1800,12,12,21.087,12,9.087,OK
photo-mono-asp-240-pos-6x4-pack10,pos,monochrome-moods,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-mono-asp-240-pos-6x4-pack20,pos,monochrome-moods,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-mono-asp-240-pos-6x4-pack50,pos,monochrome-moods,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-mono-asp-240-pos-6x4-pack100,pos,monochrome-moods,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-mono-asp-240-pos-7x5-pack10,pos,monochrome-moods,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-mono-asp-240-pos-7x5-pack20,pos,monochrome-moods,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-mono-asp-240-pos-7x5-pack50,pos,monochrome-moods,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-mono-asp-240-pos-7x5-pack100,pos,monochrome-moods,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-mono-asp-272-can-16x12,can,monochrome-moods,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-mono-asp-272-can-20x16,can,monochrome-moods,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-mono-asp-272-can-40x30,can,monochrome-moods,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-mono-asp-272-ema-a5,ema,monochrome-moods,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-mono-asp-272-ema-a4,ema,monochrome-moods,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-mono-asp-272-ema-a3,ema,monochrome-moods,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-mono-asp-272-fap-a4-black,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-272-fap-a4-natural-oak,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-272-fap-a4-white,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-272-fap-a3-black,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-272-fap-a3-natural-oak,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-272-fap-a3-white,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-272-hge-a5,hge,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-272-hge-a4,hge,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-272-hge-a3,hge,monochrome-moods,a3,50,1800,12,16,21.087,16,5.087,OK
photo-mono-asp-272-hpr-a5,hpr,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-272-hpr-a4,hpr,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-272-hpr-a3,hpr,monochrome-moods,a3,50,1800,12,12,21.087,12,9.087,OK
photo-mono-asp-272-pos-6x4-pack10,pos,monochrome-moods,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-mono-asp-272-pos-6x4-pack20,pos,monochrome-moods,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-mono-asp-272-pos-6x4-pack50,pos,monochrome-moods,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-mono-asp-272-pos-6x4-pack100,pos,monochrome-moods,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-mono-asp-272-pos-7x5-pack10,pos,monochrome-moods,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-mono-asp-272-pos-7x5-pack20,pos,monochrome-moods,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-mono-asp-272-pos-7x5-pack50,pos,monochrome-moods,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-mono-asp-272-pos-7x5-pack100,pos,monochrome-moods,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-mono-asp-273-can-16x12,can,monochrome-moods,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-mono-asp-273-can-20x16,can,monochrome-moods,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-mono-asp-273-can-40x30,can,monochrome-moods,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-mono-asp-273-clp-16x20,clp,monochrome-moods,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-mono-asp-273-clp-24x36,clp,monochrome-moods,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-mono-asp-273-ema-16x20,ema,monochrome-moods,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-mono-asp-273-ema-a5,ema,monochrome-moods,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-mono-asp-273-ema-24x36,ema,monochrome-moods,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-mono-asp-273-ema-a4,ema,monochrome-moods,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-mono-asp-273-ema-a3,ema,monochrome-moods,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-mono-asp-273-fap-a4-black,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-273-fap-a4-natural-oak,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-273-fap-a4-white,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-273-fap-a3-black,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-273-fap-a3-natural-oak,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-273-fap-a3-white,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-273-gre-6x4-pack10,gre,monochrome-moods,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-mono-asp-273-gre-6x4-pack20,gre,monochrome-moods,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-mono-asp-273-gre-6x4-pack50,gre,monochrome-moods,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-mono-asp-273-gre-6x4-pack100,gre,monochrome-moods,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-mono-asp-273-gre-7x5-pack10,gre,monochrome-moods,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-mono-asp-273-gre-7x5-pack20,gre,monochrome-moods,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-mono-asp-273-gre-7x5-pack50,gre,monochrome-moods,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-mono-asp-273-gre-7x5-pack100,gre,monochrome-moods,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-mono-asp-273-hge-16x20,hge,monochrome-moods,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-mono-asp-273-hge-a5,hge,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-273-hge-24x36,hge,monochrome-moods,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-mono-asp-273-hge-a4,hge,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-273-hge-a3,hge,monochrome-moods,a3,50,1800,12,16,21.087,16,5.087,OK
photo-mono-asp-273-hpr-16x20,hpr,monochrome-moods,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-mono-asp-273-hpr-a5,hpr,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-273-hpr-24x36,hpr,monochrome-moods,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-mono-asp-273-hpr-a4,hpr,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-273-hpr-a3,hpr,monochrome-moods,a3,50,1800,12,12,21.087,12,9.087,OK
photo-mono-asp-312-can-16x12,can,monochrome-moods,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-mono-asp-312-can-20x16,can,monochrome-moods,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-mono-asp-312-can-40x30,can,monochrome-moods,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-mono-asp-312-ema-a5,ema,monochrome-moods,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
