product_id,family,collection,variant_size,margin_pct,price_cents,base_eu_eur,base_us_usd,revenue_usd_at_fx,us_cost_usd,gross_margin_usd,status
photo-atmospheric-leiden-151-hge-a5,hge,the-atmospheric-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-atmospheric-leiden-151-hge-24x36,hge,the-atmospheric-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-atmospheric-leiden-151-hge-a4,hge,the-atmospheric-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-atmospheric-leiden-151-hge-a3,hge,the-atmospheric-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-atmospheric-leiden-151-hpr-16x20,hpr,the-atmospheric-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-atmospheric-leiden-151-hpr-a5,hpr,the-atmospheric-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-atmospheric-leiden-151-hpr-24x36,hpr,the-atmospheric-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-atmospheric-leiden-151-hpr-a4,hpr,the-atmospheric-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-atmospheric-leiden-151-hpr-a3,hpr,the-atmospheric-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-atmospheric-leiden-167-can-16x12,can,the-atmospheric-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-atmospheric-leiden-167-can-20x16,can,the-atmospheric-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-atmospheric-leiden-167-can-40x30,can,the-atmospheric-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-atmospheric-leiden-167-ema-a5,ema,the-atmospheric-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-atmospheric-leiden-167-ema-a4,ema,the-atmospheric-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-atmospheric-leiden-167-ema-a3,ema,the-atmospheric-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-atmospheric-leiden-167-fap-a4-black,fap,the-atmospheric-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-atmospheric-leiden-167-fap-a4-natural-oak,fap,the-atmospheric-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-atmospheric-leiden-167-fap-a4-white,fap,the-atmospheric-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-atmospheric-leiden-167-fap-a3-black,fap,the-atmospheric-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-atmospheric-leiden-167-fap-a3-natural-oak,fap,the-atmospheric-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-atmospheric-leiden-167-fap-a3-white,fap,the-atmospheric-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-atmospheric-leiden-167-hge-a5,hge,the-atmospheric-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-atmospheric-leiden-167-hge-a4,hge,the-atmospheric-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-atmospheric-leiden-167-hge-a3,hge,the-atmospheric-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-atmospheric-leiden-167-hpr-a5,hpr,the-atmospheric-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-atmospheric-leiden-167-hpr-a4,hpr,the-atmospheric-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-atmospheric-leiden-167-hpr-a3,hpr,the-atmospheric-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-atmospheric-leiden-167-pos-6x4-pack10,pos,the-atmospheric-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-atmospheric-leiden-167-pos-6x4-pack20,pos,the-atmospheric-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-atmospheric-leiden-167-pos-6x4-pack50,pos,the-atmospheric-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-atmospheric-leiden-167-pos-6x4-pack100,pos,the-atmospheric-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-atmospheric-leiden-167-pos-7x5-pack10,pos,the-atmospheric-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-atmospheric-leiden-167-pos-7x5-pack20,pos,the-atmospheric-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-atmospheric-leiden-167-pos-7x5-pack50,pos,the-atmospheric-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-atmospheric-leiden-167-pos-7x5-pack100,pos,the-atmospheric-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-katwijk-221-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-221-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-221-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-221-clp-16x20,clp,the-halcyon-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-halcyon-katwijk-221-clp-24x36,clp,the-halcyon-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-halcyon-katwijk-221-ema-16x20,ema,the-halcyon-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-halcyon-katwijk-221-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-221-ema-24x36,ema,the-halcyon-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-halcyon-katwijk-221-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-221-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-221-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-221-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-221-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-221-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-221-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-221-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-221-gre-6x4-pack10,gre,the-halcyon-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-katwijk-221-gre-6x4-pack20,gre,the-halcyon-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-katwijk-221-gre-6x4-pack50,gre,the-halcyon-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-katwijk-221-gre-6x4-pack100,gre,the-halcyon-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-katwijk-221-gre-7x5-pack10,gre,the-halcyon-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-katwijk-221-gre-7x5-pack20,gre,the-halcyon-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-katwijk-221-gre-7x5-pack50,gre,the-halcyon-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-katwijk-221-gre-7x5-pack100,gre,the-halcyon-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-katwijk-221-hge-16x20,hge,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-katwijk-221-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-221-hge-24x36,hge,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-katwijk-221-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-221-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-221-hpr-16x20,hpr,the-halcyon-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-halcyon-katwijk-221-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-221-hpr-24x36,hpr,the-halcyon-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-halcyon-katwijk-221-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-221-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-275-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-275-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-275-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-275-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-275-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-275-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-275-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-275-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-275-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-275-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-275-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-275-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-275-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-275-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-275-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-275-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-275-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-275-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-275-pos-6x4-pack10,pos,the-halcyon-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-halcyon-katwijk-275-pos-6x4-pack20,pos,the-halcyon-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-halcyon-katwijk-275-pos-6x4-pack50,pos,the-halcyon-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-halcyon-katwijk-275-pos-6x4-pack100,pos,the-halcyon-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-halcyon-katwijk-275-pos-7x5-pack10,pos,the-halcyon-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-halcyon-katwijk-275-pos-7x5-pack20,pos,the-halcyon-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-halcyon-katwijk-275-pos-7x5-pack50,pos,the-halcyon-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-halcyon-katwijk-275-pos-7x5-pack100,pos,the-halcyon-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-katwijk-281-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-281-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-281-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-281-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-281-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-281-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-281-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-281-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-281-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-281-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-281-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-281-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-281-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-281-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-281-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-281-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-281-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-281-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-281-pos-6x4-pack10,pos,the-halcyon-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-halcyon-katwijk-281-pos-6x4-pack20,pos,the-halcyon-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-halcyon-katwijk-281-pos-6x4-pack50,pos,the-halcyon-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-halcyon-katwijk-281-pos-6x4-pack100,pos,the-halcyon-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-halcyon-katwijk-281-pos-7x5-pack10,pos,the-halcyon-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-halcyon-katwijk-281-pos-7x5-pack20,pos,the-halcyon-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-halcyon-katwijk-281-pos-7x5-pack50,pos,the-halcyon-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-halcyon-katwijk-281-pos-7x5-pack100,pos,the-halcyon-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-katwijk-293-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-293-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-293-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-293-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-293-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-293-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-293-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-293-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-293-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-293-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-293-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-293-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-293-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-293-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-293-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-293-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-293-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-293-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-293-pos-6x4-pack10,pos,the-halcyon-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-halcyon-katwijk-293-pos-6x4-pack20,pos,the-halcyon-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-halcyon-katwijk-293-pos-6x4-pack50,pos,the-halcyon-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-halcyon-katwijk-293-pos-6x4-pack100,pos,the-halcyon-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-halcyon-katwijk-293-pos-7x5-pack10,pos,the-halcyon-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-halcyon-katwijk-293-pos-7x5-pack20,pos,the-halcyon-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-halcyon-katwijk-293-pos-7x5-pack50,pos,the-halcyon-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-halcyon-katwijk-293-pos-7x5-pack100,pos,the-halcyon-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-katwijk-315-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-315-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-315-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-315-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-315-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-315-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-315-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-315-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-315-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-315-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-315-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-315-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-315-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-315-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-315-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-315-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-315-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-315-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-315-pos-6x4-pack10,pos,the-halcyon-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-halcyon-katwijk-315-pos-6x4-pack20,pos,the-halcyon-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-halcyon-katwijk-315-pos-6x4-pack50,pos,the-halcyon-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-halcyon-katwijk-315-pos-6x4-pack100,pos,the-halcyon-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-halcyon-katwijk-315-pos-7x5-pack10,pos,the-halcyon-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-halcyon-katwijk-315-pos-7x5-pack20,pos,the-halcyon-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-halcyon-katwijk-315-pos-7x5-pack50,pos,the-halcyon-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-halcyon-katwijk-315-pos-7x5-pack100,pos,the-halcyon-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-katwijk-338-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-338-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-338-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-338-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-338-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-338-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-338-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-338-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-338-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-338-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-338-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-338-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-338-hge-a5,hge,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-338-hge-a4,hge,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-338-hge-a3,hge,the-halcyon-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-halcyon-katwijk-338-hpr-a5,hpr,the-halcyon-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-halcyon-katwijk-338-hpr-a4,hpr,the-halcyon-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-halcyon-katwijk-338-hpr-a3,hpr,the-halcyon-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-halcyon-katwijk-338-pos-6x4-pack10,pos,the-halcyon-collection,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-halcyon-katwijk-338-pos-6x4-pack20,pos,the-halcyon-collection,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-halcyon-katwijk-338-pos-6x4-pack50,pos,the-halcyon-collection,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-halcyon-katwijk-338-pos-6x4-pack100,pos,the-halcyon-collection,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-halcyon-katwijk-338-pos-7x5-pack10,pos,the-halcyon-collection,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-halcyon-katwijk-338-pos-7x5-pack20,pos,the-halcyon-collection,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-halcyon-katwijk-338-pos-7x5-pack50,pos,the-halcyon-collection,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-halcyon-katwijk-338-pos-7x5-pack100,pos,the-halcyon-collection,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-halcyon-katwijk-405-can-16x12,can,the-halcyon-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-halcyon-katwijk-405-can-20x16,can,the-halcyon-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-halcyon-katwijk-405-can-40x30,can,the-halcyon-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-halcyon-katwijk-405-clp-16x20,clp,the-halcyon-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-halcyon-katwijk-405-clp-24x36,clp,the-halcyon-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-halcyon-katwijk-405-ema-16x20,ema,the-halcyon-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-halcyon-katwijk-405-ema-a5,ema,the-halcyon-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-halcyon-katwijk-405-ema-24x36,ema,the-halcyon-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-halcyon-katwijk-405-ema-a4,ema,the-halcyon-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-halcyon-katwijk-405-ema-a3,ema,the-halcyon-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-halcyon-katwijk-405-fap-a4-black,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-405-fap-a4-natural-oak,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-405-fap-a4-white,fap,the-halcyon-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-halcyon-katwijk-405-fap-a3-black,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-405-fap-a3-natural-oak,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-405-fap-a3-white,fap,the-halcyon-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-halcyon-katwijk-405-gre-6x4-pack10,gre,the-halcyon-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-halcyon-katwijk-405-gre-6x4-pack20,gre,the-halcyon-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-halcyon-katwijk-405-gre-6x4-pack50,gre,the-halcyon-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-halcyon-katwijk-405-gre-6x4-pack100,gre,the-halcyon-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-halcyon-katwijk-405-gre-7x5-pack10,gre,the-halcyon-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
